query_index,caption,rank_of_positive,image_index,image_path,score,is_positive
1,A parade of motorcycles is going through a group of tall trees.,18,314,http://images.cocodataset.org/val2014/COCO_val2014_000000245383.jpg,0.035599853843450546,0
1,A parade of motorcycles is going through a group of tall trees.,18,172,http://images.cocodataset.org/val2014/COCO_val2014_000000155270.jpg,0.03450169786810875,0
1,A parade of motorcycles is going through a group of tall trees.,18,14,http://images.cocodataset.org/val2014/COCO_val2014_000000468508.jpg,0.03368240222334862,0
1,A parade of motorcycles is going through a group of tall trees.,18,306,http://images.cocodataset.org/val2014/COCO_val2014_000000345027.jpg,0.033426519483327866,0
1,A parade of motorcycles is going through a group of tall trees.,18,269,http://images.cocodataset.org/val2014/COCO_val2014_000000412531.jpg,0.0325063019990921,0
1,A parade of motorcycles is going through a group of tall trees.,18,343,http://images.cocodataset.org/val2014/COCO_val2014_000000359277.jpg,0.03201988339424133,0
1,A parade of motorcycles is going through a group of tall trees.,18,276,http://images.cocodataset.org/val2014/COCO_val2014_000000122851.jpg,0.030658606439828873,0
1,A parade of motorcycles is going through a group of tall trees.,18,464,http://images.cocodataset.org/val2014/COCO_val2014_000000356623.jpg,0.03063228167593479,0
1,A parade of motorcycles is going through a group of tall trees.,18,364,http://images.cocodataset.org/val2014/COCO_val2014_000000453799.jpg,0.0306045264005661,0
1,A parade of motorcycles is going through a group of tall trees.,18,450,http://images.cocodataset.org/val2014/COCO_val2014_000000549399.jpg,0.030272748321294785,0
1,A parade of motorcycles is going through a group of tall trees.,18,453,http://images.cocodataset.org/val2014/COCO_val2014_000000227511.jpg,0.030126992613077164,0
1,A parade of motorcycles is going through a group of tall trees.,18,396,http://images.cocodataset.org/val2014/COCO_val2014_000000353148.jpg,0.029867030680179596,0
1,A parade of motorcycles is going through a group of tall trees.,18,124,http://images.cocodataset.org/val2014/COCO_val2014_000000561037.jpg,0.029197324067354202,0
1,A parade of motorcycles is going through a group of tall trees.,18,492,http://images.cocodataset.org/val2014/COCO_val2014_000000342566.jpg,0.026976166293025017,0
1,A parade of motorcycles is going through a group of tall trees.,18,126,http://images.cocodataset.org/val2014/COCO_val2014_000000165681.jpg,0.026567239314317703,0
1,A parade of motorcycles is going through a group of tall trees.,18,1,http://images.cocodataset.org/val2014/COCO_val2014_000000314251.jpg,0.02563224546611309,1
1,A parade of motorcycles is going through a group of tall trees.,18,428,http://images.cocodataset.org/val2014/COCO_val2014_000000315491.jpg,0.025553695857524872,0
1,A parade of motorcycles is going through a group of tall trees.,18,224,http://images.cocodataset.org/val2014/COCO_val2014_000000557552.jpg,0.025117501616477966,0
1,A parade of motorcycles is going through a group of tall trees.,18,454,http://images.cocodataset.org/val2014/COCO_val2014_000000272241.jpg,0.02428269386291504,0
1,A parade of motorcycles is going through a group of tall trees.,18,262,http://images.cocodataset.org/val2014/COCO_val2014_000000580108.jpg,0.024128101766109467,0
1,A parade of motorcycles is going through a group of tall trees.,18,301,http://images.cocodataset.org/val2014/COCO_val2014_000000218637.jpg,0.02326374687254429,0
1,A parade of motorcycles is going through a group of tall trees.,18,283,http://images.cocodataset.org/val2014/COCO_val2014_000000106901.jpg,0.022756405174732208,0
1,A parade of motorcycles is going through a group of tall trees.,18,12,http://images.cocodataset.org/val2014/COCO_val2014_000000457834.jpg,0.022539319470524788,0
1,A parade of motorcycles is going through a group of tall trees.,18,375,http://images.cocodataset.org/val2014/COCO_val2014_000000376284.jpg,0.022432418540120125,0
1,A parade of motorcycles is going through a group of tall trees.,18,232,http://images.cocodataset.org/val2014/COCO_val2014_000000359086.jpg,0.021779848262667656,0
1,A parade of motorcycles is going through a group of tall trees.,18,52,http://images.cocodataset.org/val2014/COCO_val2014_000000435444.jpg,0.02177191525697708,0
1,A parade of motorcycles is going through a group of tall trees.,18,449,http://images.cocodataset.org/val2014/COCO_val2014_000000324492.jpg,0.021485108882188797,0
1,A parade of motorcycles is going through a group of tall trees.,18,3,http://images.cocodataset.org/val2014/COCO_val2014_000000107990.jpg,0.0212387852370739,0
1,A parade of motorcycles is going through a group of tall trees.,18,448,http://images.cocodataset.org/val2014/COCO_val2014_000000151141.jpg,0.02085568569600582,0
1,A parade of motorcycles is going through a group of tall trees.,18,90,http://images.cocodataset.org/val2014/COCO_val2014_000000099425.jpg,0.02065473049879074,0
1,A parade of motorcycles is going through a group of tall trees.,18,136,http://images.cocodataset.org/val2014/COCO_val2014_000000139099.jpg,0.020455697551369667,0
1,A parade of motorcycles is going through a group of tall trees.,18,243,http://images.cocodataset.org/val2014/COCO_val2014_000000534784.jpg,0.01774470880627632,0
1,A parade of motorcycles is going through a group of tall trees.,18,337,http://images.cocodataset.org/val2014/COCO_val2014_000000114147.jpg,0.017611656337976456,0
1,A parade of motorcycles is going through a group of tall trees.,18,371,http://images.cocodataset.org/val2014/COCO_val2014_000000466939.jpg,0.01734047755599022,0
1,A parade of motorcycles is going through a group of tall trees.,18,89,http://images.cocodataset.org/val2014/COCO_val2014_000000378727.jpg,0.017013024538755417,0
1,A parade of motorcycles is going through a group of tall trees.,18,470,http://images.cocodataset.org/val2014/COCO_val2014_000000309862.jpg,0.016816532239317894,0
1,A parade of motorcycles is going through a group of tall trees.,18,226,http://images.cocodataset.org/val2014/COCO_val2014_000000174313.jpg,0.01555238850414753,0
1,A parade of motorcycles is going through a group of tall trees.,18,17,http://images.cocodataset.org/val2014/COCO_val2014_000000172710.jpg,0.01544739305973053,0
1,A parade of motorcycles is going through a group of tall trees.,18,169,http://images.cocodataset.org/val2014/COCO_val2014_000000359182.jpg,0.015422222204506397,0
1,A parade of motorcycles is going through a group of tall trees.,18,21,http://images.cocodataset.org/val2014/COCO_val2014_000000469192.jpg,0.014427144080400467,0
1,A parade of motorcycles is going through a group of tall trees.,18,317,http://images.cocodataset.org/val2014/COCO_val2014_000000265872.jpg,0.014103543013334274,0
1,A parade of motorcycles is going through a group of tall trees.,18,413,http://images.cocodataset.org/val2014/COCO_val2014_000000512796.jpg,0.013668308034539223,0
1,A parade of motorcycles is going through a group of tall trees.,18,460,http://images.cocodataset.org/val2014/COCO_val2014_000000187791.jpg,0.0131792351603508,0
1,A parade of motorcycles is going through a group of tall trees.,18,216,http://images.cocodataset.org/val2014/COCO_val2014_000000167122.jpg,0.012640489265322685,0
1,A parade of motorcycles is going through a group of tall trees.,18,484,http://images.cocodataset.org/val2014/COCO_val2014_000000442962.jpg,0.012230241671204567,0
1,A parade of motorcycles is going through a group of tall trees.,18,228,http://images.cocodataset.org/val2014/COCO_val2014_000000343934.jpg,0.012088301591575146,0
1,A parade of motorcycles is going through a group of tall trees.,18,417,http://images.cocodataset.org/val2014/COCO_val2014_000000241466.jpg,0.012000384740531445,0
2,A man is sitting on a bench next to a bike.,54,200,http://images.cocodataset.org/val2014/COCO_val2014_000000124979.jpg,0.05722498148679733,0
2,A man is sitting on a bench next to a bike.,54,27,http://images.cocodataset.org/val2014/COCO_val2014_000000331366.jpg,0.055648405104875565,0
2,A man is sitting on a bench next to a bike.,54,38,http://images.cocodataset.org/val2014/COCO_val2014_000000190829.jpg,0.054653387516736984,0
2,A man is sitting on a bench next to a bike.,54,222,http://images.cocodataset.org/val2014/COCO_val2014_000000451559.jpg,0.05191102251410484,0
2,A man is sitting on a bench next to a bike.,54,158,http://images.cocodataset.org/val2014/COCO_val2014_000000510734.jpg,0.046035535633563995,0
2,A man is sitting on a bench next to a bike.,54,312,http://images.cocodataset.org/val2014/COCO_val2014_000000227478.jpg,0.044766996055841446,0
2,A man is sitting on a bench next to a bike.,54,390,http://images.cocodataset.org/val2014/COCO_val2014_000000451345.jpg,0.042656563222408295,0
2,A man is sitting on a bench next to a bike.,54,325,http://images.cocodataset.org/val2014/COCO_val2014_000000388258.jpg,0.04232636094093323,0
2,A man is sitting on a bench next to a bike.,54,13,http://images.cocodataset.org/val2014/COCO_val2014_000000011511.jpg,0.04195379093289375,0
2,A man is sitting on a bench next to a bike.,54,163,http://images.cocodataset.org/val2014/COCO_val2014_000000327529.jpg,0.03995659574866295,0
2,A man is sitting on a bench next to a bike.,54,138,http://images.cocodataset.org/val2014/COCO_val2014_000000337517.jpg,0.03967244178056717,0
2,A man is sitting on a bench next to a bike.,54,137,http://images.cocodataset.org/val2014/COCO_val2014_000000484028.jpg,0.03958161920309067,0
2,A man is sitting on a bench next to a bike.,54,87,http://images.cocodataset.org/val2014/COCO_val2014_000000150538.jpg,0.038778647780418396,0
2,A man is sitting on a bench next to a bike.,54,1,http://images.cocodataset.org/val2014/COCO_val2014_000000314251.jpg,0.03831487149000168,0
2,A man is sitting on a bench next to a bike.,54,291,http://images.cocodataset.org/val2014/COCO_val2014_000000117645.jpg,0.037969183176755905,0
2,A man is sitting on a bench next to a bike.,54,255,http://images.cocodataset.org/val2014/COCO_val2014_000000079689.jpg,0.03759356588125229,0
2,A man is sitting on a bench next to a bike.,54,154,http://images.cocodataset.org/val2014/COCO_val2014_000000183407.jpg,0.03732895106077194,0
2,A man is sitting on a bench next to a bike.,54,484,http://images.cocodataset.org/val2014/COCO_val2014_000000442962.jpg,0.037002578377723694,0
2,A man is sitting on a bench next to a bike.,54,420,http://images.cocodataset.org/val2014/COCO_val2014_000000178939.jpg,0.035011958330869675,0
2,A man is sitting on a bench next to a bike.,54,284,http://images.cocodataset.org/val2014/COCO_val2014_000000504977.jpg,0.03470355272293091,0
2,A man is sitting on a bench next to a bike.,54,186,http://images.cocodataset.org/val2014/COCO_val2014_000000187647.jpg,0.034268200397491455,0
2,A man is sitting on a bench next to a bike.,54,140,http://images.cocodataset.org/val2014/COCO_val2014_000000105303.jpg,0.03405206650495529,0
2,A man is sitting on a bench next to a bike.,54,475,http://images.cocodataset.org/val2014/COCO_val2014_000000058851.jpg,0.03271740302443504,0
2,A man is sitting on a bench next to a bike.,54,242,http://images.cocodataset.org/val2014/COCO_val2014_000000370953.jpg,0.032636336982250214,0
2,A man is sitting on a bench next to a bike.,54,76,http://images.cocodataset.org/val2014/COCO_val2014_000000381551.jpg,0.031303972005844116,0
2,A man is sitting on a bench next to a bike.,54,135,http://images.cocodataset.org/val2014/COCO_val2014_000000479440.jpg,0.031033840030431747,0
2,A man is sitting on a bench next to a bike.,54,252,http://images.cocodataset.org/val2014/COCO_val2014_000000419401.jpg,0.030889157205820084,0
2,A man is sitting on a bench next to a bike.,54,454,http://images.cocodataset.org/val2014/COCO_val2014_000000272241.jpg,0.02956465817987919,0
2,A man is sitting on a bench next to a bike.,54,458,http://images.cocodataset.org/val2014/COCO_val2014_000000487222.jpg,0.029225990176200867,0
2,A man is sitting on a bench next to a bike.,54,70,http://images.cocodataset.org/val2014/COCO_val2014_000000082312.jpg,0.029195062816143036,0
2,A man is sitting on a bench next to a bike.,54,81,http://images.cocodataset.org/val2014/COCO_val2014_000000566038.jpg,0.029187314212322235,0
2,A man is sitting on a bench next to a bike.,54,441,http://images.cocodataset.org/val2014/COCO_val2014_000000245450.jpg,0.02861844375729561,0
2,A man is sitting on a bench next to a bike.,54,406,http://images.cocodataset.org/val2014/COCO_val2014_000000301135.jpg,0.02763935551047325,0
2,A man is sitting on a bench next to a bike.,54,30,http://images.cocodataset.org/val2014/COCO_val2014_000000391375.jpg,0.027444345876574516,0
2,A man is sitting on a bench next to a bike.,54,221,http://images.cocodataset.org/val2014/COCO_val2014_000000546210.jpg,0.02629382535815239,0
2,A man is sitting on a bench next to a bike.,54,318,http://images.cocodataset.org/val2014/COCO_val2014_000000580870.jpg,0.026131080463528633,0
2,A man is sitting on a bench next to a bike.,54,446,http://images.cocodataset.org/val2014/COCO_val2014_000000210522.jpg,0.026103833690285683,0
2,A man is sitting on a bench next to a bike.,54,362,http://images.cocodataset.org/val2014/COCO_val2014_000000084533.jpg,0.02595304325222969,0
2,A man is sitting on a bench next to a bike.,54,410,http://images.cocodataset.org/val2014/COCO_val2014_000000314177.jpg,0.02580254152417183,0
2,A man is sitting on a bench next to a bike.,54,207,http://images.cocodataset.org/val2014/COCO_val2014_000000223746.jpg,0.025152327492833138,0
2,A man is sitting on a bench next to a bike.,54,448,http://images.cocodataset.org/val2014/COCO_val2014_000000151141.jpg,0.025092635303735733,0
2,A man is sitting on a bench next to a bike.,54,179,http://images.cocodataset.org/val2014/COCO_val2014_000000084124.jpg,0.024047590792179108,0
2,A man is sitting on a bench next to a bike.,54,493,http://images.cocodataset.org/val2014/COCO_val2014_000000390298.jpg,0.024010006338357925,0
2,A man is sitting on a bench next to a bike.,54,364,http://images.cocodataset.org/val2014/COCO_val2014_000000453799.jpg,0.023853836581110954,0
2,A man is sitting on a bench next to a bike.,54,211,http://images.cocodataset.org/val2014/COCO_val2014_000000497674.jpg,0.023813936859369278,0
2,A man is sitting on a bench next to a bike.,54,476,http://images.cocodataset.org/val2014/COCO_val2014_000000483108.jpg,0.02352944388985634,0
2,A man is sitting on a bench next to a bike.,54,296,http://images.cocodataset.org/val2014/COCO_val2014_000000330455.jpg,0.023119859397411346,0
2,A man is sitting on a bench next to a bike.,54,165,http://images.cocodataset.org/val2014/COCO_val2014_000000429025.jpg,0.022241007536649704,0
2,A man is sitting on a bench next to a bike.,54,306,http://images.cocodataset.org/val2014/COCO_val2014_000000345027.jpg,0.021936362609267235,0
2,A man is sitting on a bench next to a bike.,54,92,http://images.cocodataset.org/val2014/COCO_val2014_000000177101.jpg,0.021505586802959442,0
3,A small child climbs atop a large motorcycle,0,3,http://images.cocodataset.org/val2014/COCO_val2014_000000107990.jpg,0.09961112588644028,1
3,A small child climbs atop a large motorcycle,0,371,http://images.cocodataset.org/val2014/COCO_val2014_000000466939.jpg,0.09679005295038223,0
3,A small child climbs atop a large motorcycle,0,226,http://images.cocodataset.org/val2014/COCO_val2014_000000174313.jpg,0.09060025215148926,0
3,A small child climbs atop a large motorcycle,0,306,http://images.cocodataset.org/val2014/COCO_val2014_000000345027.jpg,0.08492439985275269,0
3,A small child climbs atop a large motorcycle,0,128,http://images.cocodataset.org/val2014/COCO_val2014_000000084447.jpg,0.08383581787347794,0
3,A small child climbs atop a large motorcycle,0,14,http://images.cocodataset.org/val2014/COCO_val2014_000000468508.jpg,0.08283285796642303,0
3,A small child climbs atop a large motorcycle,0,161,http://images.cocodataset.org/val2014/COCO_val2014_000000031817.jpg,0.08228328824043274,0
3,A small child climbs atop a large motorcycle,0,123,http://images.cocodataset.org/val2014/COCO_val2014_000000441841.jpg,0.08151483535766602,0
3,A small child climbs atop a large motorcycle,0,37,http://images.cocodataset.org/val2014/COCO_val2014_000000555983.jpg,0.08077782392501831,0
3,A small child climbs atop a large motorcycle,0,402,http://images.cocodataset.org/val2014/COCO_val2014_000000282145.jpg,0.0806792825460434,0
3,A small child climbs atop a large motorcycle,0,89,http://images.cocodataset.org/val2014/COCO_val2014_000000378727.jpg,0.07929088920354843,0
3,A small child climbs atop a large motorcycle,0,305,http://images.cocodataset.org/val2014/COCO_val2014_000000301453.jpg,0.07911776751279831,0
3,A small child climbs atop a large motorcycle,0,317,http://images.cocodataset.org/val2014/COCO_val2014_000000265872.jpg,0.07591194659471512,0
3,A small child climbs atop a large motorcycle,0,301,http://images.cocodataset.org/val2014/COCO_val2014_000000218637.jpg,0.07543444633483887,0
3,A small child climbs atop a large motorcycle,0,484,http://images.cocodataset.org/val2014/COCO_val2014_000000442962.jpg,0.07407651096582413,0
3,A small child climbs atop a large motorcycle,0,17,http://images.cocodataset.org/val2014/COCO_val2014_000000172710.jpg,0.07346288859844208,0
3,A small child climbs atop a large motorcycle,0,116,http://images.cocodataset.org/val2014/COCO_val2014_000000291930.jpg,0.07287318259477615,0
3,A small child climbs atop a large motorcycle,0,22,http://images.cocodataset.org/val2014/COCO_val2014_000000549386.jpg,0.07125826925039291,0
3,A small child climbs atop a large motorcycle,0,198,http://images.cocodataset.org/val2014/COCO_val2014_000000169972.jpg,0.0707215815782547,0
3,A small child climbs atop a large motorcycle,0,303,http://images.cocodataset.org/val2014/COCO_val2014_000000266400.jpg,0.0695120096206665,0
3,A small child climbs atop a large motorcycle,0,90,http://images.cocodataset.org/val2014/COCO_val2014_000000099425.jpg,0.06930042803287506,0
3,A small child climbs atop a large motorcycle,0,364,http://images.cocodataset.org/val2014/COCO_val2014_000000453799.jpg,0.06618199497461319,0
3,A small child climbs atop a large motorcycle,0,362,http://images.cocodataset.org/val2014/COCO_val2014_000000084533.jpg,0.06448197364807129,0
3,A small child climbs atop a large motorcycle,0,270,http://images.cocodataset.org/val2014/COCO_val2014_000000501315.jpg,0.06447981297969818,0
3,A small child climbs atop a large motorcycle,0,228,http://images.cocodataset.org/val2014/COCO_val2014_000000343934.jpg,0.06435634195804596,0
3,A small child climbs atop a large motorcycle,0,314,http://images.cocodataset.org/val2014/COCO_val2014_000000245383.jpg,0.06418458372354507,0
3,A small child climbs atop a large motorcycle,0,24,http://images.cocodataset.org/val2014/COCO_val2014_000000499177.jpg,0.06256511062383652,0
3,A small child climbs atop a large motorcycle,0,99,http://images.cocodataset.org/val2014/COCO_val2014_000000064723.jpg,0.06253570318222046,0
3,A small child climbs atop a large motorcycle,0,454,http://images.cocodataset.org/val2014/COCO_val2014_000000272241.jpg,0.06238190084695816,0
3,A small child climbs atop a large motorcycle,0,256,http://images.cocodataset.org/val2014/COCO_val2014_000000064240.jpg,0.060032714158296585,0
3,A small child climbs atop a large motorcycle,0,65,http://images.cocodataset.org/val2014/COCO_val2014_000000559303.jpg,0.05760711431503296,0
3,A small child climbs atop a large motorcycle,0,110,http://images.cocodataset.org/val2014/COCO_val2014_000000390241.jpg,0.05714362859725952,0
3,A small child climbs atop a large motorcycle,0,433,http://images.cocodataset.org/val2014/COCO_val2014_000000319055.jpg,0.056239053606987,0
3,A small child climbs atop a large motorcycle,0,2,http://images.cocodataset.org/val2014/COCO_val2014_000000133680.jpg,0.05610370263457298,0
3,A small child climbs atop a large motorcycle,0,150,http://images.cocodataset.org/val2014/COCO_val2014_000000163167.jpg,0.056027282029390335,0
3,A small child climbs atop a large motorcycle,0,21,http://images.cocodataset.org/val2014/COCO_val2014_000000469192.jpg,0.05593712627887726,0
3,A small child climbs atop a large motorcycle,0,232,http://images.cocodataset.org/val2014/COCO_val2014_000000359086.jpg,0.055681779980659485,0
3,A small child climbs atop a large motorcycle,0,80,http://images.cocodataset.org/val2014/COCO_val2014_000000117458.jpg,0.05518440529704094,0
3,A small child climbs atop a large motorcycle,0,172,http://images.cocodataset.org/val2014/COCO_val2014_000000155270.jpg,0.05482549965381622,0
3,A small child climbs atop a large motorcycle,0,27,http://images.cocodataset.org/val2014/COCO_val2014_000000331366.jpg,0.053925056010484695,0
3,A small child climbs atop a large motorcycle,0,329,http://images.cocodataset.org/val2014/COCO_val2014_000000083844.jpg,0.05297700688242912,0
3,A small child climbs atop a large motorcycle,0,464,http://images.cocodataset.org/val2014/COCO_val2014_000000356623.jpg,0.052776508033275604,0
3,A small child climbs atop a large motorcycle,0,205,http://images.cocodataset.org/val2014/COCO_val2014_000000360510.jpg,0.0526270791888237,0
3,A small child climbs atop a large motorcycle,0,29,http://images.cocodataset.org/val2014/COCO_val2014_000000102735.jpg,0.05203937739133835,0
3,A small child climbs atop a large motorcycle,0,493,http://images.cocodataset.org/val2014/COCO_val2014_000000390298.jpg,0.050827108323574066,0
3,A small child climbs atop a large motorcycle,0,124,http://images.cocodataset.org/val2014/COCO_val2014_000000561037.jpg,0.05043264478445053,0
3,A small child climbs atop a large motorcycle,0,109,http://images.cocodataset.org/val2014/COCO_val2014_000000267351.jpg,0.0502331480383873,0
3,A small child climbs atop a large motorcycle,0,262,http://images.cocodataset.org/val2014/COCO_val2014_000000580108.jpg,0.049050088971853256,0
3,A small child climbs atop a large motorcycle,0,476,http://images.cocodataset.org/val2014/COCO_val2014_000000483108.jpg,0.04862211272120476,0
3,A small child climbs atop a large motorcycle,0,405,http://images.cocodataset.org/val2014/COCO_val2014_000000235595.jpg,0.04790590703487396,0
4,A man standing in a kitchen while closing a cupboard door.,45,283,http://images.cocodataset.org/val2014/COCO_val2014_000000106901.jpg,0.024189557880163193,0
4,A man standing in a kitchen while closing a cupboard door.,45,420,http://images.cocodataset.org/val2014/COCO_val2014_000000178939.jpg,0.020340412855148315,0
